Instance,LastWeek,Authority__column,Cohort__column,Degree__column,Hub__column,In-Degree__column,NumPosts__column,Out-Degree__column,Post Density__column,Post Duration__column,Subthreadstarter__column,Threadstarter__column,Week__column
1113,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1114,False,0.084745775,Coh3,0.05,0.0,0.1,0.08,0.0,0.00257224,0.818455789,0.0,0.0,1.0
1115,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1116,True,0.09784735,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,3.0
1117,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,1.0,0.0,1.0
1118,False,0.056497175,Coh3,0.025,0.0,0.05,0.2,0.0,0.0172645,0.304853684,1.0,0.0,1.0
1119,False,0.11664075,Coh3,0.2,0.25773195,0.1,0.2,0.2,0.0358461,0.146826316,0.0,1.0,2.0
1120,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1121,True,0.0,Coh3,0.1,0.166666675,0.0,0.04,0.133333333,0.001,0.0,0.0,0.0,4.0
1122,True,0.056497175,Coh3,0.025,0.0,0.05,0.08,0.0,0.0147319,0.142905263,1.0,0.0,1.0
1123,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1124,False,0.11664075,Coh4,0.05,0.0,0.1,0.12,0.0,0.0202844,0.155681053,1.0,0.0,1.0
1125,False,0.146771025,Coh4,0.05,0.0,0.1,0.28,0.0,0.0152101,0.484441053,0.0,0.0,2.0
1126,False,0.0,Coh4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1127,False,0.0,Coh4,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,4.0
1128,False,0.09784735,Coh5,0.025,0.0,0.05,0.16,0.0,0.00505722,0.832577895,1.0,1.0,1.0
1129,False,0.125944575,Coh5,0.125,0.33333335,0.05,0.08,0.133333333,0.265675,0.007924211,0.0,1.0,2.0
1130,False,0.21276595,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,3.0
1131,True,0.056497175,Coh3,0.025,0.0,0.05,0.08,0.0,0.497636,0.004230526,0.0,0.0,1.0
1132,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,1.0,0.0,1.0
1133,True,0.0,Coh3,0.2,0.05800465,0.0,0.04,0.266666667,0.001,0.0,0.0,1.0,1.0
1134,True,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1135,False,0.11299435,Coh3,0.275,0.174013925,0.15,0.24,0.266666667,0.0080686,0.782761053,1.0,1.0,1.0
1136,False,0.0777605,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,2.0
1137,True,0.146771025,Coh3,0.05,0.0,0.1,0.28,0.0,0.00791315,0.931161053,1.0,0.0,3.0
1138,False,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1139,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1140,True,0.146771025,Coh3,0.05,0.0,0.1,0.08,0.0,0.00681793,0.308783158,0.0,0.0,3.0
1141,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1142,True,0.125944575,Coh6,0.025,0.0,0.05,0.28,0.0,0.389257,0.018929474,1.0,0.0,1.0
1143,True,0.084745775,Coh3,0.05,0.0,0.1,0.08,0.0,0.349895,0.006016842,0.0,0.0,1.0
1144,False,0.056497175,Coh3,0.2,0.116009275,0.05,0.08,0.233333333,0.0141221,0.149075789,0.0,1.0,1.0
1145,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1146,False,0.09784735,Coh3,0.175,0.18248175,0.05,0.08,0.2,0.106826,0.019707368,0.0,1.0,3.0
1147,True,0.125944575,Coh3,0.125,0.33333335,0.05,0.08,0.133333333,0.139353,0.015107368,0.0,1.0,4.0
1148,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1149,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1150,False,0.056497175,Coh3,0.125,0.116009275,0.05,0.08,0.133333333,0.0136502,0.154229474,0.0,1.0,1.0
1151,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1152,True,0.195694725,Coh3,0.125,0.3649635,0.15,0.36,0.066666667,0.012371,0.765797895,0.0,1.0,3.0
1153,False,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1154,True,0.11664075,Coh3,0.05,0.0,0.1,0.08,0.0,0.536481,0.003924211,0.0,0.0,2.0
1155,False,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1156,False,0.0777605,Coh3,0.025,0.0,0.05,0.16,0.0,0.0273368,0.154024211,0.0,0.0,2.0
1157,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1158,True,0.125944575,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,4.0
1159,True,0.084745775,Coh3,0.1,0.174013925,0.1,0.12,0.066666667,0.224888,0.014042105,0.0,1.0,1.0
1160,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1161,True,0.084745775,Coh3,0.05,0.0,0.1,0.12,0.0,1.0,0.001816842,0.0,1.0,1.0
1162,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1163,True,0.19440125,Coh4,0.25,0.42955325,0.2,0.56,0.2,0.0680037,0.216706316,1.0,1.0,1.0
1164,False,0.056497175,Coh3,0.275,0.116009275,0.05,0.12,0.333333333,0.0100503,0.314208421,0.0,1.0,1.0
1165,True,0.11664075,Coh3,0.05,0.0,0.1,0.12,0.0,0.0425864,0.074152632,0.0,0.0,2.0
1166,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1167,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1168,True,0.056497175,Coh3,0.025,0.0,0.05,0.12,0.0,0.481155,0.006563158,0.0,0.0,1.0
1169,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1170,True,0.084745775,Coh3,0.05,0.0,0.1,0.08,0.0,1.0,0.001171579,0.0,0.0,1.0
1171,True,0.056497175,Coh3,0.3,0.116009275,0.05,0.08,0.366666667,0.174871,0.012038947,0.0,1.0,1.0
1172,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1173,True,0.084745775,Coh3,0.1,0.174013925,0.1,0.12,0.066666667,0.880799,0.003585263,0.0,1.0,1.0
1174,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1175,True,0.155521,Coh4,0.075,0.0,0.15,0.12,0.0,0.928793,0.0034,0.0,0.0,1.0
1176,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1177,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1178,True,0.0,Coh3,0.05,0.05800465,0.0,0.04,0.066666667,0.001,0.0,0.0,1.0,1.0
1179,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1180,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1181,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1182,True,0.0,Coh3,0.1,0.05800465,0.0,0.04,0.133333333,0.001,0.0,0.0,1.0,1.0
1183,False,0.0,Coh3,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,1.0
1184,True,0.0777605,Coh3,0.025,0.0,0.05,0.08,0.0,0.00267236,0.787790526,0.0,0.0,2.0
1185,False,0.084745775,Coh3,0.05,0.0,0.1,0.08,0.0,0.228519,0.009212632,0.0,0.0,1.0
1186,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1187,False,0.0,Coh3,0.075,0.091240875,0.0,0.04,0.1,0.001,0.0,0.0,1.0,3.0
1188,True,0.125944575,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,4.0
1189,False,0.0,Coh3,0.025,0.05800465,0.0,0.04,0.033333333,0.001,0.0,0.0,1.0,1.0
1190,True,0.0,Coh3,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,0.0,2.0
1191,True,0.056497175,Coh3,0.025,0.0,0.05,0.08,0.0,0.196928,0.010690526,1.0,0.0,1.0
1192,False,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1193,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1194,True,0.09784735,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,3.0
1195,True,0.056497175,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1196,False,0.056497175,Coh3,0.2,0.116009275,0.05,0.12,0.233333333,0.0390031,0.080965263,0.0,1.0,1.0
1197,True,0.0777605,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,2.0
1198,False,0.056497175,Coh3,0.025,0.0,0.05,0.08,0.0,1.0,0.001713684,0.0,0.0,1.0
1199,True,0.0777605,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,2.0
1200,False,0.155521,Coh4,0.075,0.0,0.15,0.12,0.0,0.00985448,0.320452632,0.0,0.0,1.0
1201,False,0.195694725,Coh4,0.075,0.0,0.15,0.12,0.0,0.00365239,0.864609474,0.0,0.0,2.0
1202,False,0.25188915,Coh4,0.075,0.0,0.15,0.12,0.0,0.00372837,0.846991579,1.0,0.0,3.0
1203,False,0.21276595,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,4.0
1204,False,0.0,Coh3,0.075,0.05800465,0.0,0.04,0.1,0.001,0.0,0.0,1.0,1.0
1205,False,0.0777605,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,2.0
1206,True,0.0,Coh3,0.25,0.091240875,0.0,0.04,0.333333333,0.001,0.0,0.0,1.0,3.0
1207,True,0.0777605,Coh4,0.525,0.1718213,0.05,0.08,0.666666667,0.17337,0.012143158,0.0,1.0,1.0
1208,False,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1209,False,0.0,Coh4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1210,True,0.125944575,Coh4,0.125,0.33333335,0.05,0.08,0.133333333,0.0513505,0.040997895,0.0,1.0,3.0
1211,True,0.0,Coh4,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,1.0
1212,True,0.0,Coh5,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1213,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1214,False,0.195694725,Coh5,0.075,0.0,0.15,0.28,0.0,0.0133652,0.551315789,0.0,0.0,1.0
1215,False,0.125944575,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,2.0
1216,False,0.21276595,Coh5,0.025,0.0,0.05,0.12,0.0,0.00713072,0.442857895,0.0,0.0,3.0
1217,True,0.0,Coh6,0.2,0.166666675,0.0,0.04,0.266666667,0.001,0.0,0.0,0.0,1.0
1218,False,0.0777605,Coh4,0.275,0.1718213,0.05,0.12,0.333333333,0.0174971,0.180481053,0.0,1.0,1.0
1219,False,0.195694725,Coh4,0.275,0.3649635,0.15,0.24,0.266666667,0.00839379,0.752435789,0.0,1.0,2.0
1220,False,0.188916875,Coh4,0.05,0.0,0.1,0.16,0.0,0.154125,0.027318947,0.0,0.0,3.0
1221,False,0.21276595,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,4.0
1222,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1223,True,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1224,True,0.19440125,Coh4,0.125,0.42955325,0.2,0.24,0.033333333,0.0234374,0.269474737,0.0,1.0,1.0
1225,False,0.0,Coh4,0.025,0.08591065,0.0,0.04,0.033333333,0.001,0.0,0.0,1.0,1.0
1226,False,0.0,Coh4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1227,True,0.0,Coh4,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,3.0
1228,True,0.0777605,Coh4,0.175,0.1718213,0.05,0.16,0.2,0.183091,0.022996842,0.0,1.0,1.0
1229,True,0.0,Coh4,0.375,0.08591065,0.0,0.04,0.5,0.001,0.0,0.0,1.0,1.0
1230,True,0.11664075,Coh4,0.05,0.0,0.1,0.08,0.0,1.0,0.001734737,0.0,0.0,1.0
1231,False,0.0777605,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1232,False,0.146771025,Coh4,0.05,0.0,0.1,0.08,0.0,0.0221043,0.095242105,0.0,0.0,2.0
1233,True,0.125944575,Coh4,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,3.0
1234,False,0.0,Coh7,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1235,True,0.2446184,Coh5,0.4,0.45620435,0.2,0.52,0.4,0.0207526,0.659397895,1.0,1.0,1.0
1236,True,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1237,True,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1238,True,0.146771025,Coh5,0.05,0.0,0.1,0.08,0.0,0.00279435,0.753398947,0.0,0.0,1.0
1239,True,0.0,Coh4,0.075,0.08591065,0.0,0.04,0.1,0.001,0.0,0.0,1.0,1.0
1240,True,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1241,False,0.09784735,Coh5,0.025,0.0,0.05,0.2,0.0,0.0997387,0.052769474,0.0,1.0,1.0
1242,False,0.125944575,Coh5,0.025,0.0,0.05,0.28,0.0,0.0246875,0.298467368,0.0,1.0,2.0
1243,False,0.21276595,Coh5,0.175,0.4464286,0.05,0.08,0.2,0.143565,0.014664211,0.0,1.0,3.0
1244,True,0.09784735,Coh5,0.1,0.091240875,0.05,0.08,0.1,0.00369166,0.570274737,0.0,1.0,1.0
1245,False,0.391389425,Coh5,0.5,0.638686125,0.35,0.4,0.433333333,0.0192789,0.546002105,0.0,1.0,1.0
1246,False,0.125944575,Coh5,0.05,0.33333335,0.05,0.12,0.033333333,0.0203271,0.155353684,0.0,0.0,2.0
1247,True,0.09784735,Coh5,0.025,0.0,0.05,0.08,0.0,1.0,9.84211E-4,0.0,0.0,1.0
1248,False,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1249,False,0.25188915,Coh5,0.075,0.0,0.15,0.2,0.0,0.00896266,0.587231579,1.0,0.0,2.0
1250,True,0.0,Coh5,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,1.0
1251,True,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1252,True,0.0,Coh5,0.025,0.091240875,0.0,0.04,0.033333333,0.001,0.0,0.0,1.0,1.0
1253,False,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1254,False,0.188916875,Coh5,0.275,0.5,0.1,0.2,0.3,0.0320059,0.164443158,0.0,1.0,2.0
1255,True,0.0,Coh5,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,1.0
1256,True,0.09784735,Coh5,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1257,True,0.0,Coh5,0.1,0.091240875,0.0,0.04,0.133333333,0.001,0.0,0.0,1.0,1.0
1258,True,0.146771025,Coh5,0.05,0.0,0.1,0.24,0.0,0.0336198,0.187858947,0.0,0.0,1.0
1259,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1260,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1261,False,0.09784735,Coh3,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,3.0
1262,False,0.0,Coh3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1263,False,0.4255319,Coh3,0.225,0.892857175,0.15,0.36,0.2,0.0262622,0.360734737,0.0,1.0,5.0
1264,True,0.0,Coh5,0.0,0.0,0.0,0.04,0.0,0.001,0.0,0.0,1.0,1.0
1265,True,0.0,Coh5,0.025,0.091240875,0.0,0.04,0.033333333,0.001,0.0,0.0,1.0,1.0
1266,True,0.125944575,Coh6,0.025,0.0,0.05,0.04,0.0,0.001,0.0,1.0,0.0,1.0
1267,False,0.0,Coh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1268,False,0.0,Coh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
1269,False,0.0,Coh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
1270,False,0.0,Coh2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
1271,True,0.125944575,Coh2,0.15,0.33333335,0.05,0.2,0.166666667,0.0181346,0.290227368,0.0,1.0,5.0
1272,True,0.125944575,Coh6,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1273,False,0.125944575,Coh6,0.025,0.0,0.05,0.08,0.0,0.136893,0.015378947,0.0,1.0,1.0
1274,False,0.4255319,Coh6,0.15,0.669642875,0.15,0.32,0.1,0.0289508,0.290874737,0.0,1.0,2.0
1275,True,0.125944575,Coh6,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1276,True,0.125944575,Coh6,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1277,True,0.125944575,Coh6,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
1278,True,0.125944575,Coh6,0.15,0.33333335,0.05,0.12,0.166666667,0.75188,0.0042,0.0,1.0,1.0
1279,False,0.319148925,Coh7,0.075,0.669642875,0.1,0.12,0.033333333,0.0156661,0.201574737,0.0,0.0,1.0
1280,False,0.0,Coh7,0.025,0.2232143,0.0,0.04,0.033333333,0.001,0.0,0.0,0.0,1.0
1281,True,0.0,Coh6,0.05,0.166666675,0.0,0.04,0.066666667,0.001,0.0,0.0,1.0,1.0
1282,False,0.0,Coh7,0.025,0.2232143,0.0,0.04,0.033333333,0.001,0.0,0.0,1.0,1.0
1283,False,0.21276595,Coh7,0.025,0.0,0.05,0.08,0.0,0.0138506,0.151997895,0.0,0.0,1.0
1284,False,0.21276595,Coh7,0.025,0.0,0.05,0.04,0.0,0.001,0.0,0.0,0.0,1.0
